GeneID tree_length kappa prop0 prop1 prop2a prop2b w0 w1 w2a w2b GeneID al_length tot_gaps gc_all lnl_fix lnl_est LRT corrLRT p-value rank FDR
XM_012697598.1 27.00097 1.72153 0.97742 0.02258 0.00000 0.00000 0.00702 1.00000 1.00000 1.00000 XM_012697598.1 1359 978 0.4243 -6202.198072 -6202.198072 0.000 0.000 1.000000000  16 0.0249096
XM_012697594.1 7.19964 1.54692 0.97295 0.02705 0.00000 0.00000 0.02311 1.00000 1.00000 1.00000 XM_012697594.1 978 150 0.4596 -4527.124840 -4527.124840 0.000 0.000 1.000000000  17 0.0249036
XM_012697593.1 7.13440 1.54808 0.97254 0.01527 0.01200 0.00019 0.01720 1.00000 1.00000 1.00000 XM_012697593.1 3000 1443 0.51751 -13345.801175 -13345.801175 0.000 0.000 1.000000000  18 0.0248976
XM_012697578.1 20.96544 1.67945 0.96074 0.00000 0.03926 0.00000 0.00626 1.00000 1.00000 1.00000 XM_012697578.1 399 171 0.40517 -1556.801656 -1556.801649 0.000 0.000 1.000000000  19 0.0248916
XM_012697565.1 4.36364 1.26923 0.98712 0.01288 0.00000 0.00000 0.03359 1.00000 1.00000 1.00000 XM_012697565.1 390 201 0.41624 -1572.530037 -1572.530037 0.000 0.000 1.000000000  20 0.0248855
XM_012697515.1 13.39541 1.86876 0.94653 0.04680 0.00636 0.00031 0.02929 1.00000 1.00000 1.00000 XM_012697515.1 1974 1920 0.41683 -10046.503192 -10046.503192 0.000 0.000 1.000000000  21 0.0248795
XM_012697455.1 10.23484 1.54010 0.91623 0.06441 0.01808 0.00127 0.03468 1.00000 1.00000 1.00000 XM_012697455.1 1146 1008 0.45417 -5815.930443 -5815.930443 0.000 0.000 1.000000000  22 0.0248735
XM_012697338.1 8.93073 1.84815 0.91709 0.08291 0.00000 0.00000 0.03544 1.00000 1.00000 1.00000 XM_012697338.1 663 309 0.49529 -3509.134177 -3509.134177 0.000 0.000 1.000000000  23 0.0248675
XM_012697306.1 13.55052 1.45896 0.93873 0.02413 0.03621 0.00093 0.02719 1.00000 1.00000 1.00000 XM_012697306.1 1824 1704 0.43312 -9213.306224 -9213.306224 0.000 0.000 1.000000000  24 0.0248614
XM_012697286.1 5.28764 2.11426 0.96823 0.02058 0.01096 0.00023 0.01777 1.00000 1.00000 1.00000 XM_012697286.1 1257 645 0.63752 -5056.255295 -5056.255295 0.000 0.000 1.000000000  25 0.0248554
XM_012697259.1 13.72801 1.62083 0.86170 0.06483 0.06833 0.00514 0.05865 1.00000 1.00000 1.00000 XM_012697259.1 2814 951 0.47303 -18042.560917 -18042.560917 0.000 0.000 1.000000000  26 0.0248494
XM_012697247.1 6.52645 1.56231 0.89605 0.07753 0.02431 0.00210 0.03708 1.00000 1.00000 1.00000 XM_012697247.1 654 819 0.52549 -2912.636301 -2912.636301 0.000 0.000 1.000000000  27 0.0248434
XM_012697237.1 11.76793 1.57031 0.81802 0.06692 0.10637 0.00870 0.04044 1.00000 1.00000 1.00000 XM_012697237.1 1626 195 0.40513 -9720.113783 -9720.113783 0.000 0.000 1.000000000  28 0.0248373
XM_012697135.1 15.92292 1.95214 0.81621 0.18379 0.00000 0.00000 0.06228 1.00000 1.00000 1.00000 XM_012697135.1 2607 2070 0.42654 -16604.053107 -16604.053107 0.000 0.000 1.000000000  29 0.0248313
XM_012696936.1 13.90279 1.60289 0.81085 0.18915 0.00000 0.00000 0.04120 1.00000 1.00000 1.00000 XM_012696936.1 327 315 0.38418 -1768.725727 -1768.725727 0.000 0.000 1.000000000  30 0.0248253
XM_012696914.1 14.40874 1.66691 0.55663 0.11355 0.27394 0.05588 0.06305 1.00000 1.00000 1.00000 XM_012696914.1 942 1446 0.37882 -5147.100096 -5147.100096 0.000 0.000 1.000000000  31 0.0248193
XM_012696828.1 8.47439 1.16272 0.76094 0.14212 0.08168 0.01526 0.04316 1.00000 1.00000 1.00000 XM_012696828.1 1602 2763 0.57077 -7783.440874 -7783.440874 0.000 0.000 1.000000000  32 0.0248133
XM_012696733.1 5.21002 1.30835 0.92076 0.04691 0.03076 0.00157 0.02018 1.00000 1.00000 1.00000 XM_012696733.1 1284 2055 0.55803 -4959.818668 -4959.818668 0.000 0.000 1.000000000  33 0.0248072
XM_012696712.1 7.27403 1.68352 0.94338 0.03717 0.01872 0.00074 0.02548 1.00000 1.00000 1.00000 XM_012696712.1 1890 1848 0.41086 -8163.869674 -8163.869674 0.000 0.000 1.000000000  34 0.0248012
XM_012696627.1 10.42473 1.16164 0.84540 0.04639 0.10259 0.00563 0.03118 1.00000 1.00000 1.00000 XM_012696627.1 1335 762 0.42196 -7031.597197 -7031.597197 0.000 0.000 1.000000000  35 0.0247952
XM_012696597.1 8.60883 1.57374 0.84217 0.10994 0.04236 0.00553 0.04110 1.00000 1.00767 1.00767 XM_012696597.1 1422 2118 0.49525 -7043.640844 -7043.640820 0.000 0.000 1.000000000  36 0.0247892
XM_012696596.1 10.56889 1.50993 0.96256 0.03744 0.00000 0.00000 0.01978 1.00000 1.00000 1.00000 XM_012696596.1 1416 1398 0.56455 -6578.117130 -6578.117130 0.000 0.000 1.000000000  37 0.0247831
XM_012696592.1 12.51447 1.86566 0.88586 0.07612 0.03501 0.00301 0.03279 1.00000 1.00510 1.00510 XM_012696592.1 699 9 0.40266 -4019.591317 -4019.591307 0.000 0.000 1.000000000  38 0.0247771
XM_012696587.1 10.91958 1.61786 0.79460 0.14554 0.05059 0.00927 0.05660 1.00000 1.00000 1.00000 XM_012696587.1 3567 1821 0.4119 -21690.651201 -21690.651201 0.000 0.000 1.000000000  39 0.0247711
XM_012696553.1 17.63256 1.86804 0.87188 0.09196 0.03272 0.00345 0.03185 1.00000 1.00000 1.00000 XM_012696553.1 3231 2793 0.34899 -17841.543233 -17841.543233 0.000 0.000 1.000000000  40 0.0247651
XM_012696540.1 11.69651 1.52213 0.91041 0.08959 0.00000 0.00000 0.05432 1.00000 1.00000 1.00000 XM_012696540.1 2208 2910 0.5105 -12050.077876 -12050.077876 0.000 0.000 1.000000000  41 0.024759
XM_012696485.1 9.05334 1.88798 0.58476 0.18025 0.17963 0.05537 0.03981 1.00000 1.00000 1.00000 XM_012696485.1 720 474 0.52894 -4171.651790 -4171.651790 0.000 0.000 1.000000000  42 0.024753
XM_012696479.1 8.85068 1.76284 0.87360 0.05600 0.06615 0.00424 0.02761 1.00000 1.00000 1.00000 XM_012696479.1 870 171 0.44189 -4388.477330 -4388.477330 0.000 0.000 1.000000000  43 0.024747
XM_012696462.1 8.25117 1.69674 0.92481 0.07519 0.00000 0.00000 0.02257 1.00000 1.00000 1.00000 XM_012696462.1 1518 384 0.53792 -7566.102158 -7566.102158 0.000 0.000 1.000000000  44 0.024741
XM_012696458.1 9.11412 1.50999 0.89687 0.10313 0.00000 0.00000 0.04631 1.00000 1.00000 1.00000 XM_012696458.1 807 810 0.55934 -4283.366072 -4283.366072 0.000 0.000 1.000000000  45 0.0247349
XM_012696452.1 13.68695 1.37427 0.66849 0.20598 0.09596 0.02957 0.10596 1.00000 1.00000 1.00000 XM_012696452.1 984 1539 0.51287 -6167.121128 -6167.121128 0.000 0.000 1.000000000  46 0.0247289
XM_012696441.1 12.34762 1.42721 0.85451 0.08507 0.05495 0.00547 0.05407 1.00000 1.00000 1.00000 XM_012696441.1 3639 5352 0.4899 -19812.491266 -19812.491266 0.000 0.000 1.000000000  47 0.0247229
XM_012696344.1 11.66996 1.88613 0.96527 0.03473 0.00000 0.00000 0.02594 1.00000 1.00000 1.00000 XM_012696344.1 1965 558 0.51089 -10160.097331 -10160.097331 0.000 0.000 1.000000000  48 0.0247169
XM_012696341.1 12.14058 1.29263 0.88158 0.07400 0.04098 0.00344 0.03483 1.00000 1.00000 1.00000 XM_012696341.1 960 534 0.38973 -5252.759268 -5252.759268 0.000 0.000 1.000000000  49 0.0247108
XM_012696289.1 11.87744 2.15079 0.79079 0.07559 0.12197 0.01166 0.06639 1.00000 1.00000 1.00000 XM_012696289.1 1326 105 0.42083 -8670.812183 -8670.812183 0.000 0.000 1.000000000  50 0.0247048
XM_012696287.1 13.80052 1.77694 0.84293 0.09596 0.05486 0.00625 0.03910 1.00000 1.00000 1.00000 XM_012696287.1 5397 4761 0.3925 -30250.751367 -30250.751367 0.000 0.000 1.000000000  51 0.0246988
XM_012696282.1 13.14685 1.70120 0.86769 0.06800 0.05964 0.00467 0.05422 1.00000 1.00000 1.00000 XM_012696282.1 6456 4182 0.49091 -39536.852760 -39536.852760 0.000 0.000 1.000000000  52 0.0246928
XM_012696277.1 8.80837 2.57813 0.83422 0.06364 0.09491 0.00724 0.03527 1.00000 1.00000 1.00000 XM_012696277.1 735 531 0.56455 -3691.515624 -3691.515624 0.000 0.000 1.000000000  53 0.0246867
XM_012696213.1 12.54852 1.45886 0.53494 0.08809 0.32367 0.05330 0.08195 1.00000 1.00000 1.00000 XM_012696213.1 1464 561 0.5213 -9709.785360 -9709.785360 0.000 0.000 1.000000000  54 0.0246807
XM_012696191.1 8.16069 1.82426 0.91359 0.08641 0.00000 0.00000 0.03561 1.00000 1.00000 1.00000 XM_012696191.1 1413 441 0.52177 -7513.669543 -7513.669543 0.000 0.000 1.000000000  55 0.0246747
XM_012696182.1 23.62903 1.54315 0.76529 0.15826 0.06336 0.01310 0.04077 1.00000 1.00000 1.00000 XM_012696182.1 4596 7590 0.38258 -26322.693640 -26322.693640 0.000 0.000 1.000000000  56 0.0246687
XM_012696127.1 25.79431 1.56879 0.73702 0.07419 0.17152 0.01727 0.01575 1.00000 1.00000 1.00000 XM_012696127.1 2487 1380 0.32108 -13510.891678 -13510.891678 0.000 0.000 1.000000000  57 0.0246627
XM_012696125.1 10.08177 1.54175 0.92228 0.07426 0.00320 0.00026 0.03588 1.00000 1.00000 1.00000 XM_012696125.1 1083 267 0.41848 -5977.996018 -5977.996018 0.000 0.000 1.000000000  58 0.0246566
XM_012696122.1 15.14730 1.78016 0.76507 0.12949 0.09017 0.01526 0.05405 1.00000 1.00000 1.00000 XM_012696122.1 1704 411 0.35921 -11201.656581 -11201.656581 0.000 0.000 1.000000000  59 0.0246506
XM_012696092.1 10.09520 1.91476 0.86906 0.13094 0.00000 0.00000 0.03197 1.00000 1.00000 1.00000 XM_012696092.1 1098 651 0.37133 -5820.175348 -5820.175348 0.000 0.000 1.000000000  60 0.0246446
XM_012696008.1 4.62051 1.77833 0.99384 0.00616 0.00000 0.00000 0.01287 1.00000 1.00000 1.00000 XM_012696008.1 2115 1080 0.50978 -8243.859927 -8243.859927 0.000 0.000 1.000000000  61 0.0246386
XM_012695987.1 8.91471 1.73996 0.95046 0.01572 0.03327 0.00055 0.00684 1.00000 1.00000 1.00000 XM_012695987.1 4488 4884 0.53994 -17961.683838 -17961.683838 0.000 0.000 1.000000000  62 0.0246325
XM_012695977.1 11.65459 1.56237 0.76205 0.14288 0.08006 0.01501 0.05947 1.00000 1.00000 1.00000 XM_012695977.1 1491 612 0.47534 -9457.774512 -9457.774512 0.000 0.000 1.000000000  63 0.0246265
XM_012695972.1 27.47859 1.73495 0.89739 0.07145 0.02886 0.00230 0.03454 1.00000 1.00000 1.00000 XM_012695972.1 1500 1344 0.42362 -8662.902665 -8662.902665 0.000 0.000 1.000000000  64 0.0246205
XM_012695956.1 5.46706 1.44698 0.98701 0.01299 0.00000 0.00000 0.02017 1.00000 1.00000 1.00000 XM_012695956.1 1194 1680 0.56059 -4573.144892 -4573.144892 0.000 0.000 1.000000000  65 0.0246145
XM_012695927.1 11.12053 2.06440 0.80839 0.17433 0.01421 0.00306 0.06999 1.00000 1.00000 1.00000 XM_012695927.1 669 744 0.54817 -3951.054930 -3951.054930 0.000 0.000 1.000000000  66 0.0246084
XM_012695926.1 12.13687 1.68808 0.90257 0.09743 0.00000 0.00000 0.04983 1.00000 1.00000 1.00000 XM_012695926.1 537 507 0.4455 -2960.561475 -2960.561475 0.000 0.000 1.000000000  67 0.0246024
XM_012695912.1 17.02319 1.77934 0.57329 0.05674 0.33665 0.03332 0.05691 1.00000 1.00000 1.00000 XM_012695912.1 2736 1038 0.41798 -18063.679613 -18063.679613 0.000 0.000 1.000000000  68 0.0245964
XM_012695886.1 13.56294 1.70820 0.92897 0.07103 0.00000 0.00000 0.02165 1.00000 1.00000 1.00000 XM_012695886.1 1767 1632 0.48841 -8737.098961 -8737.098961 0.000 0.000 1.000000000  69 0.0245904
XM_012695868.1 15.25657 2.34977 0.93418 0.06582 0.00000 0.00000 0.02786 1.00000 1.00000 1.00000 XM_012695868.1 1242 135 0.55954 -7198.723582 -7198.723582 0.000 0.000 1.000000000  70 0.0245843
XM_012695810.1 11.00554 1.73420 0.95769 0.04231 0.00000 0.00000 0.02071 1.00000 1.00000 1.00000 XM_012695810.1 513 429 0.48082 -2390.692617 -2390.692617 0.000 0.000 1.000000000  71 0.0245783
XM_012695790.1 4.44396 1.27902 0.93690 0.06310 0.00000 0.00000 0.02982 1.00000 1.00000 1.00000 XM_012695790.1 972 366 0.51767 -4292.456667 -4292.456667 0.000 0.000 1.000000000  72 0.0245723
XM_012695767.1 7.77207 2.02508 0.86771 0.06132 0.06629 0.00468 0.03315 1.00000 1.00000 1.00000 XM_012695767.1 729 966 0.53514 -3335.491785 -3335.491785 0.000 0.000 1.000000000  73 0.0245663
XM_012695749.1 15.23403 1.92856 0.83707 0.07040 0.08536 0.00718 0.02147 1.00000 1.00000 1.00000 XM_012695749.1 1293 1890 0.4793 -5828.383829 -5828.383829 0.000 0.000 1.000000000  74 0.0245602
XM_012695719.1 7.88692 1.50719 0.84821 0.09841 0.04783 0.00555 0.04598 1.00000 1.00000 1.00000 XM_012695719.1 3672 3177 0.48231 -19357.343693 -19357.343693 0.000 0.000 1.000000000  75 0.0245542
XM_012695646.1 8.90014 1.69274 0.88738 0.08391 0.02623 0.00248 0.04015 1.00000 1.00000 1.00000 XM_012695646.1 1437 1179 0.47979 -7394.787487 -7394.787487 0.000 0.000 1.000000000  76 0.0245482
XM_012695637.1 5.70869 1.49089 0.89820 0.10180 0.00000 0.00000 0.04229 1.00000 18.82292 18.82292 XM_012695637.1 2217 2253 0.55416 -10264.724161 -10264.724161 0.000 0.000 1.000000000  77 0.0245422
XM_012695602.1 6.04746 1.53984 0.98585 0.01415 0.00000 0.00000 0.02323 1.00000 1.00000 1.00000 XM_012695602.1 1722 312 0.46828 -7729.950916 -7729.950916 0.000 0.000 1.000000000  78 0.0245361
XM_012695595.1 12.50653 1.79356 0.87298 0.06847 0.05429 0.00426 0.04113 1.00000 1.00000 1.00000 XM_012695595.1 1986 1314 0.48662 -11200.147460 -11200.147460 0.000 0.000 1.000000000  79 0.0245301
XM_012695548.1 6.84485 1.46610 0.95186 0.04383 0.00413 0.00019 0.02661 1.00000 1.00000 1.00000 XM_012695548.1 1476 249 0.47313 -7125.250182 -7125.250182 0.000 0.000 1.000000000  80 0.0245241
XM_012695477.1 16.38152 1.88970 0.77253 0.08106 0.13250 0.01390 0.05905 1.00000 1.00000 1.00000 XM_012695477.1 3303 2121 0.42274 -20928.479852 -20928.479852 0.000 0.000 1.000000000  81 0.0245181
XM_012695451.1 14.53943 1.54532 0.83172 0.10623 0.05502 0.00703 0.06306 1.00000 1.00000 1.00000 XM_012695451.1 3081 2832 0.40789 -19335.174126 -19335.174126 0.000 0.000 1.000000000  82 0.024512
XM_012695433.1 23.17300 1.40016 0.92034 0.05925 0.01917 0.00123 0.02113 1.00000 1.00000 1.00000 XM_012695433.1 3909 3315 0.38963 -21619.328972 -21619.328972 0.000 0.000 1.000000000  83 0.024506
XM_012695417.1 11.47723 1.51348 0.97050 0.02471 0.00468 0.00012 0.02777 1.00000 1.00000 1.00000 XM_012695417.1 756 207 0.38675 -3941.023733 -3941.023733 0.000 0.000 1.000000000  84 0.0245
XM_012695407.1 7.81645 1.43668 0.85409 0.09916 0.04188 0.00486 0.07969 1.00000 1.00000 1.00000 XM_012695407.1 894 204 0.56937 -5403.519434 -5403.519434 0.000 0.000 1.000000000  85 0.024494
XM_012695354.1 10.59371 1.44056 0.86197 0.06284 0.07008 0.00511 0.04463 1.00000 1.00000 1.00000 XM_012695354.1 1047 552 0.46498 -5964.658310 -5964.658310 0.000 0.000 1.000000000  86 0.024488
XM_012695333.1 10.68002 1.88571 0.83106 0.08896 0.07225 0.00773 0.03934 1.00000 1.00000 1.00000 XM_012695333.1 1551 756 0.39384 -8717.531485 -8717.531485 0.000 0.000 1.000000000  87 0.0244819
XM_012695266.1 19.02282 1.88126 0.92684 0.03191 0.03988 0.00137 0.01828 1.00000 1.00000 1.00000 XM_012695266.1 1377 417 0.35607 -7289.225136 -7289.225136 0.000 0.000 1.000000000  88 0.0244759
XM_012695257.1 10.38564 1.71662 0.91888 0.08112 0.00000 0.00000 0.05010 1.00000 1.00000 1.00000 XM_012695257.1 1518 447 0.48662 -8840.928952 -8840.928952 0.000 0.000 1.000000000  89 0.0244699
XM_012695234.1 20.58698 1.86852 0.91217 0.06025 0.02587 0.00171 0.04071 1.00000 1.00000 1.00000 XM_012695234.1 1458 252 0.4257 -9510.342654 -9510.342654 0.000 0.000 1.000000000  90 0.0244639
XM_012695197.1 5.74921 1.77562 0.97549 0.02210 0.00235 0.00005 0.02387 1.00000 1.00000 1.00000 XM_012695197.1 2238 756 0.49679 -9857.277625 -9857.277625 0.000 0.000 1.000000000  91 0.0244578
XM_012695134.1 9.34647 1.46109 0.88756 0.06978 0.03956 0.00311 0.04848 1.00000 1.00000 1.00000 XM_012695134.1 531 408 0.46589 -2808.118818 -2808.118818 0.000 0.000 1.000000000  92 0.0244518
XM_012695105.1 17.94334 1.71027 0.64746 0.06368 0.26300 0.02587 0.03791 1.00000 1.00000 1.00000 XM_012695105.1 1104 228 0.42898 -7047.401966 -7047.401966 0.000 0.000 1.000000000  93 0.0244458
XM_012695097.1 22.54064 1.01679 0.00000 0.00000 0.96594 0.03406 0.00213 1.00000 1.00000 1.00000 XM_012695097.1 354 27 0.40677 -1536.788219 -1536.788219 0.000 0.000 1.000000000  94 0.0244398
XM_012695091.1 12.58409 1.83547 0.89347 0.07937 0.02495 0.00222 0.04817 1.00000 1.00000 1.00000 XM_012695091.1 840 270 0.37938 -4862.315945 -4862.315945 0.000 0.000 1.000000000  95 0.0244337
XM_012695088.1 8.28332 1.75003 0.98001 0.01999 0.00000 0.00000 0.01380 1.00000 1.00000 1.00000 XM_012695088.1 1788 1677 0.51608 -7688.439356 -7688.439356 0.000 0.000 1.000000000  96 0.0244277
XM_012695086.1 18.07989 1.78533 0.87399 0.07634 0.04568 0.00399 0.04540 1.00000 1.00000 1.00000 XM_012695086.1 843 471 0.35055 -5228.928343 -5228.928343 0.000 0.000 1.000000000  97 0.0244217
XM_012695080.1 7.15412 1.82325 0.95359 0.03457 0.01142 0.00041 0.01383 1.00000 1.00000 1.00000 XM_012695080.1 3300 1536 0.46002 -14424.993823 -14424.993823 0.000 0.000 1.000000000  98 0.0244157
XM_012695069.1 23.93426 1.47061 0.80108 0.10940 0.07877 0.01076 0.05507 1.00000 1.00000 1.00000 XM_012695069.1 1869 1368 0.45428 -11155.539930 -11155.539930 0.000 0.000 1.000000000  99 0.0244096
XM_012695068.1 23.08656 1.50097 0.85537 0.11260 0.02830 0.00373 0.01973 1.00000 1.00000 1.00000 XM_012695068.1 3531 2409 0.33225 -19395.575458 -19395.575458 0.000 0.000 1.000000000  100 0.0244036
XM_012695066.1 10.07851 1.26220 0.25012 0.01582 0.69040 0.04366 0.01997 1.00000 1.00000 1.00000 XM_012695066.1 2277 2004 0.45897 -10441.943104 -10441.943104 0.000 0.000 1.000000000  101 0.0243976
XM_012695064.1 10.07721 1.87258 0.92968 0.05741 0.01216 0.00075 0.03990 1.00000 1.00000 1.00000 XM_012695064.1 918 801 0.66024 -4640.065522 -4640.065522 0.000 0.000 1.000000000  102 0.0243916
XM_012695059.1 16.25307 1.63080 0.87473 0.09603 0.02635 0.00289 0.01450 1.00000 1.00000 1.00000 XM_012695059.1 2745 2199 0.36582 -12994.463844 -12994.463844 0.000 0.000 1.000000000  103 0.0243855
XM_012695051.1 10.93649 1.51764 0.92161 0.05007 0.02687 0.00146 0.01928 1.00000 1.00000 1.00000 XM_012695051.1 984 1035 0.45269 -4451.476644 -4451.476644 0.000 0.000 1.000000000  104 0.0243795
XM_012695004.1 8.23538 1.15325 0.90653 0.09347 0.00000 0.00000 0.02066 1.00000 1.00000 1.00000 XM_012695004.1 1188 582 0.46694 -5639.716884 -5639.716884 0.000 0.000 1.000000000  105 0.0243735
XM_012694979.1 14.90687 1.60645 0.91574 0.08426 0.00000 0.00000 0.03425 1.00000 1.00000 1.00000 XM_012694979.1 837 561 0.37409 -4645.077199 -4645.077199 0.000 0.000 1.000000000  106 0.0243675
XM_012694944.1 27.82501 1.40488 0.84861 0.10378 0.04242 0.00519 0.02550 1.00000 1.00000 1.00000 XM_012694944.1 3270 888 0.30576 -20888.357391 -20888.357391 0.000 0.000 1.000000000  107 0.0243614
XM_012694943.1 8.39401 1.68037 0.86268 0.06343 0.06883 0.00506 0.01586 1.00000 1.00000 1.00000 XM_012694943.1 1314 687 0.55033 -6303.292803 -6303.292804 -0.000 0.000 1.000000000  108 0.0243554
XM_012694928.1 9.33012 2.09352 0.93282 0.04614 0.02005 0.00099 0.02522 1.00000 1.00000 1.00000 XM_012694928.1 387 6 0.42104 -1907.727188 -1907.727188 0.000 0.000 1.000000000  109 0.0243494
XM_012694892.1 6.53999 1.37388 0.92429 0.02547 0.04889 0.00135 0.02070 1.00000 1.00000 1.00000 XM_012694892.1 2223 2265 0.52561 -9363.717327 -9363.717327 0.000 0.000 1.000000000  110 0.0243434
XM_012694878.1 7.94492 1.69308 0.84251 0.04453 0.10729 0.00567 0.02050 1.00000 1.00000 1.00000 XM_012694878.1 1386 744 0.44277 -6479.076885 -6479.076885 0.000 0.000 1.000000000  111 0.0243373
XM_012694877.1 21.91915 1.09602 0.88524 0.06016 0.05113 0.00347 0.04566 1.00000 1.00000 1.00000 XM_012694877.1 681 21 0.40409 -4792.927144 -4792.927144 0.000 0.000 1.000000000  112 0.0243313
XM_012694850.1 11.44761 1.68969 0.88702 0.06206 0.04759 0.00333 0.03164 1.00000 1.00000 1.00000 XM_012694850.1 13386 3099 0.39624 -72578.396432 -72578.396432 0.000 0.000 1.000000000  113 0.0243253
XM_012694807.1 4.16571 1.44791 0.94935 0.05065 0.00000 0.00000 0.01480 1.00000 1.00000 1.00000 XM_012694807.1 1812 2037 0.50654 -6794.224289 -6794.224289 0.000 0.000 1.000000000  114 0.0243193
XM_012694744.1 19.99308 1.66604 0.94708 0.04388 0.00864 0.00040 0.02455 1.00000 1.00000 1.00000 XM_012694744.1 363 78 0.36982 -2052.378125 -2052.378125 0.000 0.000 1.000000000  115 0.0243133
XM_012694689.1 6.81664 1.20871 0.90251 0.07490 0.02086 0.00173 0.03051 1.00000 1.00000 1.00000 XM_012694689.1 1398 846 0.48829 -6835.046638 -6835.046638 0.000 0.000 1.000000000  116 0.0243072
XM_012694677.1 6.12120 1.58812 0.96303 0.02832 0.00840 0.00025 0.01746 1.00000 1.00000 1.00000 XM_012694677.1 2625 2955 0.51078 -10854.520143 -10854.520143 0.000 0.000 1.000000000  117 0.0243012
XM_012694664.1 8.50179 1.50980 0.90830 0.07606 0.01443 0.00121 0.03274 1.00000 1.00000 1.00000 XM_012694664.1 2904 3012 0.46182 -14186.082932 -14186.082932 0.000 0.000 1.000000000  118 0.0242952
XM_012694661.1 10.20242 1.99902 0.85507 0.05644 0.08300 0.00548 0.03872 1.00000 1.00000 1.00000 XM_012694661.1 1431 702 0.52913 -7838.909301 -7838.909301 0.000 0.000 1.000000000  119 0.0242892
XM_012694628.1 6.34694 0.93577 0.84886 0.01611 0.13252 0.00251 0.01310 1.00000 1.00000 1.00000 XM_012694628.1 303 111 0.3783 -1253.240252 -1253.240252 0.000 0.000 1.000000000  120 0.0242831
XM_012694610.1 11.73295 1.77164 0.89407 0.06031 0.04273 0.00288 0.02697 1.00000 1.00000 1.00000 XM_012694610.1 2637 3114 0.41386 -12492.514559 -12492.514559 0.000 0.000 1.000000000  121 0.0242771
