Name	Tree_length	Kappa(ts/tv)	Omega(dN/dS)	Tree_len_dN	Tree_len_dS
NM_001043480.1	 264.91182   1.44300   0.00457        1.6379      358.5288
NM_001043482.1	 248.03240   1.90361   0.00392        1.3010      331.7801
NM_001043485.1	   8.54586   1.75141   0.08355        0.6802        8.1410
NM_001043492.1	   9.99209   1.33861   0.03566        0.4645       13.0255
NM_001043494.1	  28.36246   1.38382   0.02821        1.0652       37.7585
NM_001043506.1	   7.21764   0.91833   0.02985        0.2965        9.9341
NM_001043507.1	   3.82603   1.85706   0.03376        0.1586        4.6980
NM_001043508.1	   9.54762   1.45787   0.00679        0.0845       12.4509
NM_001043516.1	   8.97676   1.60716   0.07667        0.7221        9.4182
NM_001043520.1	   4.91745   1.05875   0.00413        0.0332        8.0508
NM_001043522.1	  48.27041   1.38141   0.01980        1.2793       64.5934
NM_001043526.1	  12.25534   1.29460   0.02464        0.4315       17.5103
NM_001043530.2	  13.81972   1.27767   0.09560        1.4010       14.6548
NM_001043531.1	   5.01137   1.19496   0.01305        0.0861        6.5937
NM_001043532.1	   6.18398   0.91068   0.05081        0.4078        8.0250
NM_001043534.1	   7.56682   1.22350   0.04103        0.4273       10.4146
NM_001043535.2	  12.00828   1.28284   0.06975        0.9331       13.3767
NM_001043542.1	   8.05125   1.90845   0.03239        0.3689       11.3874
NM_001043543.1	   4.30985   0.90348   0.02728        0.1713        6.2798
NM_001043549.1	   8.61205   1.31819   0.05038        0.5155       10.2315
NM_001043553.1	  10.88675   1.48635   0.03707        0.4819       12.9992
NM_001043568.1	  16.04094   1.61589   0.05264        0.9362       17.7839
NM_001043583.1	   3.33180   2.09843   0.02567        0.1078        4.1998
NM_001043585.1	  12.43769   1.47589   0.02331        0.4127       17.7075
NM_001043587.1	  24.74807   1.44429   0.03618        1.1713       32.3706
NM_001043589.1	   6.68767   1.27434   0.03720        0.2830        7.6073
NM_001043594.1	   9.75997   1.26624   0.01480        0.2020       13.6519
NM_001043595.1	  11.50264   1.44632   0.02138        0.3035       14.1955
NM_001043609.2	  27.26767   1.47949   0.05892        1.8867       32.0184
NM_001043610.1	   5.31871   0.92675   0.03597        0.2824        7.8524
NM_001043619.1	   7.91941   1.39705   0.05437        0.4777        8.7869
NM_001043622.1	   3.90658   1.87730   0.00597        0.0306        5.1187
NM_001043625.1	  87.36672   1.58248   0.01655        1.9178      115.9101
NM_001043629.1	  12.40439   1.34081   0.01001        0.1815       18.1349
NM_001043634.1	   7.68355   1.44040   0.18910        1.2454        6.5856
NM_001043637.1	  13.83348   1.38252   0.02930        0.5846       19.9510
NM_001043643.1	   2.32507   2.03572   0.06304        0.1526        2.4211
NM_001043646.1	   4.45557   0.78958   0.00660        0.0491        7.4363
NM_001043649.1	   4.50918   2.03014   0.00183        0.0094        5.1458
NM_001043655.1	  14.03009   1.77147   0.05435        0.8652       15.9178
NM_001043658.1	   4.34112   1.53066   0.02592        0.1395        5.3823
NM_001043661.1	   4.02098   1.79027   0.01476        0.0787        5.3281
NM_001043670.1	   5.04777   1.72348   0.02918        0.1965        6.7340
NM_001043673.1	   3.51344   1.26769   0.01283        0.0636        4.9592
NM_001043676.1	   3.74450   1.97489   0.00659        0.0307        4.6576
NM_001043685.1	   4.73810   1.57897   0.02641        0.1477        5.5926
NM_001043688.1	   5.32260   1.67888   0.02183        0.1475        6.7575
NM_001043691.1	   3.94251   1.70763   0.02960        0.1405        4.7483
NM_001043694.1	   7.67498   1.56995   0.05869        0.4984        8.4911
NM_001043706.1	   5.63710   1.35762   0.07822        0.4788        6.1207
NM_001043712.1	 133.20460   1.42283   0.01750        2.5335      144.7786
NM_001043721.1	  15.70784   1.53245   0.04422        0.8066       18.2416
NM_001043724.1	   6.18199   1.39460   0.04260        0.3087        7.2463
NM_001043730.1	  14.29322   1.61980   0.05272        0.9086       17.2357
NM_001043746.1	   6.96348   1.52389   0.02546        0.2345        9.2079
NM_001043750.2	   3.21091   1.34981   0.01571        0.0695        4.4232
NM_001043752.1	   4.54762   1.75758   0.02158        0.1138        5.2735
NM_001043754.1	   4.26570   1.12228   0.01865        0.1213        6.5046
NM_001043756.4	   2.64671   1.32638   0.00826        0.0328        3.9656
NM_001043758.1	   4.38300   1.59590   0.02787        0.1525        5.4726
NM_001043760.1	   4.53750   1.35377   0.01994        0.1311        6.5741
NM_001043762.1	   2.87139   2.14065   0.00102        0.0034        3.3120
NM_001043766.1	   4.77655   1.47139   0.01648        0.1001        6.0721
NM_001043776.1	   9.05325   2.50484   0.00657        0.0757       11.5265
NM_001043780.1	   3.76235   1.25738   0.02302        0.1127        4.8951
NM_001043788.1	   4.83617   1.68604   0.01316        0.0758        5.7570
NM_001043790.1	   4.11863   1.29266   0.01203        0.0697        5.7939
NM_001043792.1	   5.16163   1.34506   0.01369        0.1006        7.3490
NM_001043798.1	   4.39604   1.56664   0.02360        0.1328        5.6266
NM_001043800.1	   3.60894   1.20862   0.00301        0.0158        5.2516
NM_001043802.1	   3.79646   1.44219   0.00680        0.0363        5.3416
NM_001043804.2	   3.86585   1.74357   0.00262        0.0149        5.6940
NM_001043808.1	   3.17169   2.03612   0.00644        0.0256        3.9712
NM_001043824.1	  12.89386   1.11158   0.04005        0.7087       17.6960
NM_001043832.1	  75.11266   1.65575   0.01574        1.5601       99.1456
NM_001043834.1	   9.02079   1.37906   0.03889        0.4402       11.3177
NM_001043836.1	   5.73366   1.96832   0.04057        0.2701        6.6560
NM_001043844.1	  15.96397   1.52997   0.07489        1.3616       18.1806
NM_001043850.1	   7.25783   1.84661   0.02215        0.2055        9.2758
NM_001043858.1	   5.82285   0.93993   0.02287        0.1829        7.9960
NM_001043860.1	  15.04137   1.42186   0.02364        0.4847       20.5012
NM_001043864.1	   4.12029   1.85326   0.02029        0.1509        7.4340
NM_001043870.1	  22.36412   1.41339   0.02390        0.7760       32.4735
NM_001043872.1	  13.97787   1.04287   0.01952        0.4160       21.3185
NM_001043874.1	  10.43145   2.11208   0.02305        0.2549       11.0592
NM_001043876.1	   5.16707   1.72715   0.02680        0.1675        6.2505
NM_001043878.2	  18.46750   1.75017   0.03981        0.9260       23.2599
NM_001043880.1	   7.71493   1.27856   0.01221        0.1225       10.0346
NM_001043882.1	  11.71200   1.32896   0.03370        0.4734       14.0444
NM_001043899.2	   6.65993   1.95325   0.03108        0.2784        8.9567
NM_001043913.1	  14.16326   1.36754   0.02232        0.3838       17.1948
NM_001043917.1	   8.14096   1.77185   0.03470        0.3226        9.2980
NM_001043925.2	   5.92833   1.95994   0.00480        0.0421        8.7703
NM_001043939.1	   7.21276   1.00656   0.01070        0.1066        9.9624
NM_001043941.1	  15.12421   1.48728   0.07597        1.3095       17.2373
NM_001043943.2	   6.19564   0.92817   0.07616        0.5981        7.8522
NM_001043949.1	  13.98086   1.60205   0.03314        0.5945       17.9387
NM_001043953.2	   8.71066   1.48546   0.01311        0.1456       11.1110
NM_001043965.1	  11.62986   1.79639   0.05657        0.7247       12.8117
NM_001043969.1	  10.57668   1.22140   0.05587        0.7121       12.7453
NM_001043971.1	   6.13739   1.74076   0.02671        0.2139        8.0076
NM_001043975.1	  15.30577   1.43377   0.03455        0.6440       18.6385
NM_001043977.1	  11.55966   1.53780   0.02230        0.3926       17.6072
NM_001043983.1	  18.86563   1.40652   0.04188        1.0832       25.8673
NM_001043985.1	 271.86704   1.48124   0.00520        1.8111      348.4168
NM_001043989.1	  11.70666   1.31935   0.04150        0.6093       14.6811
NM_001044011.1	  28.34968   1.26453   0.08995        2.6020       28.9282
NM_001044019.1	  11.61468   1.11977   0.00476        0.0728       15.2772
NM_001044029.1	 210.34309   1.79550   0.01085        3.3108      305.2722
NM_001044037.1	   8.35199   2.05545   0.02851        0.2429        8.5213
NM_001044043.1	   3.58320   1.60879   0.01737        0.0744        4.2860
NM_001044055.1	   4.36494   2.15345   0.01426        0.0807        5.6550
NM_001044057.1	   4.40534   1.52923   0.02687        0.1557        5.7958
NM_001044059.1	   4.58571   1.29247   0.03054        0.1666        5.4545
NM_001044063.2	   5.12335   1.62529   0.01703        0.1125        6.6051
NM_001044069.1_2	   9.77821   1.37211   0.05642        0.6792       12.0389
NM_001044073.1	   4.34653   1.67554   0.00487        0.0324        6.6380
NM_001044075.1	   9.34494   1.59689   0.01783        0.2130       11.9432
NM_001044077.1	  12.70814   1.76547   0.02390        0.3748       15.6835
NM_001044079.1	   8.91194   1.62895   0.03093        0.2891        9.3467
NM_001044087.1	  13.74268   1.23769   0.00846        0.1586       18.7431
NM_001044091.1	   6.90183   1.39646   0.04076        0.3259        7.9957
NM_001044099.1	   4.34721   1.46775   0.00344        0.0179        5.2209
NM_001044101.1	   3.81614   1.77243   0.02034        0.0951        4.6738
NM_001044105.1	   4.07333   1.47117   0.00195        0.0104        5.2997
NM_001044111.1	   4.29347   1.16527   0.02353        0.1461        6.2080
NM_001044121.1	   8.32824   1.25600   0.02598        0.3121       12.0124
NM_001044123.2	  17.80604   0.34540   0.00143        0.0548       38.4083
NM_001044131.1	   9.69554   1.51504   0.03227        0.4149       12.8571
NM_001044135.1	  22.03943   1.59571   0.01546        0.5359       34.6683
NM_001044137.1	   6.28832   1.13953   0.02257        0.1970        8.7280
NM_001044145.1	  19.43633   1.78442   0.06780        1.3595       20.0517
NM_001044147.1	   7.20285   1.62534   0.00719        0.0657        9.1331
NM_001044163.1	   4.54123   1.57245   0.00683        0.0362        5.2977
NM_001044165.1	  15.94325   1.59712   0.00126        0.0304       24.0907
NM_001044171.1	 187.80408   1.58455   0.00698        1.8189      260.6524
NM_001044177.1	  25.95453   1.54497   0.03885        1.5352       39.5165
NM_001044179.1	   4.70601   1.20041   0.04503        0.2590        5.7515
NM_001044183.1	   9.53926   0.99879   0.02817        0.3323       11.7958
NM_001044191.1	   4.49718   1.04496   0.01143        0.0764        6.6815
NM_001044195.1	   6.54457   1.16540   0.08120        0.5339        6.5751
NM_001044197.1	   9.26920   1.32960   0.02886        0.4886       16.9294
NM_001044199.1	  12.76737   1.35883   0.02403        0.4140       17.2306
NM_001044203.1	   7.94963   1.32604   0.02975        0.3005       10.0996
NM_001044213.1	   5.46119   1.15324   0.02618        0.2161        8.2548
NM_001045492.1	  12.89540   1.39690   0.03739        0.6272       16.7747
NM_001046638.1	  11.01740   1.15631   0.02170        0.3534       16.2893
NM_001046639.1	  13.91109   1.25713   0.04359        0.7381       16.9306
NM_001046642.1	   7.37628   1.43098   0.02100        0.1742        8.2951
NM_001046643.1_2	   9.86402   1.35384   0.01829        0.2302       12.5867
NM_001046644.1	   9.63572   1.38578   0.01128        0.1325       11.7450
NM_001046645.1	  42.15618   1.68868   0.02890        1.4364       49.6991
NM_001046647.1	  10.12489   1.75890   0.03530        0.4817       13.6461
NM_001046650.1	  21.11351   1.31229   0.04215        1.2573       29.8286
NM_001046651.1	 226.52387   1.52014   0.00067        0.2238      336.0434
NM_001046652.1	  10.94435   1.74455   0.00655        0.1034       15.7736
NM_001046654.1	   7.87823   1.36827   0.02282        0.2317       10.1522
NM_001046655.2	  11.51789   1.74005   0.06685        0.9409       14.0741
NM_001046656.1	  21.73742   1.38904   0.02617        0.8856       33.8361
NM_001046658.1	   7.56014   1.47212   0.01832        0.1673        9.1332
NM_001046659.1	   9.45561   1.39156   0.04261        0.4543       10.6616
NM_001046660.1	   9.26205   1.57505   0.00239        0.0352       14.7063
NM_001046661.1	  13.11217   1.67471   0.00848        0.1869       22.0419
NM_001046662.1	  10.99666   1.57955   0.01516        0.2241       14.7871
NM_001046663.1	  16.80917   1.12827   0.01566        0.3710       23.6895
NM_001046666.1	   8.80880   1.02280   0.04778        0.5511       11.5334
NM_001046667.1	  10.95580   1.21695   0.02618        0.3483       13.3069
NM_001046669.2	   7.89972   1.23593   0.01497        0.1736       11.5951
NM_001046673.1	   4.45369   1.40860   0.04096        0.2644        6.4562
NM_001046677.1	  57.35007   1.45699   0.01829        1.3779       75.3270
NM_001046678.1	  12.18992   1.56756   0.05560        0.7466       13.4288
NM_001046682.1	  25.94236   1.25230   0.00278        0.1127       40.4903
NM_001046688.1	   7.62772   1.65424   0.02319        0.2398       10.3431
NM_001046691.1	   6.07846   1.27408   0.01216        0.0909        7.4727
NM_001046692.1	   7.89317   1.41860   0.09159        0.7989        8.7225
NM_001046698.1	  18.49847   1.25366   0.03089        0.8779       28.4246
NM_001046699.1	   1.52151   1.47763   0.01145        0.0239        2.0835
NM_001046701.1	  12.97912   1.64068   0.00470        0.0998       21.2474
NM_001046702.1	  14.95628   1.41500   0.03040        0.6466       21.2661
NM_001046703.1	   4.47897   1.07473   0.00571        0.0375        6.5702
NM_001046705.1	   7.96424   1.07235   0.01254        0.1411       11.2477
NM_001046707.1	  15.91284   1.35425   0.01797        0.4114       22.8958
NM_001046708.1	  13.33630   0.87676   0.00294        0.0598       20.3166
NM_001046711.1	   7.79474   1.37574   0.07829        0.6823        8.7150
NM_001046714.1	  24.18429   1.50726   0.00272        0.0954       35.1241
NM_001046719.1	  19.78803   1.44469   0.02241        0.6195       27.6500
NM_001046720.1	   9.20816   1.45092   0.02973        0.3572       12.0168
NM_001046721.1	   8.09222   1.53624   0.03572        0.3489        9.7684
NM_001046726.1	  30.69501   1.40933   0.02086        0.8359       40.0632
NM_001046729.1	  20.48637   1.16072   0.02090        0.7575       36.2459
NM_001046731.1	  10.22856   1.29133   0.02685        0.3162       11.7767
NM_001046733.1	  42.00386   1.20765   0.01829        0.9084       49.6697
NM_001046735.1	   8.43309   1.84598   0.06047        0.5918        9.7865
NM_001046737.1	  12.39718   0.91889   0.01484        0.2522       16.9930
NM_001046739.1	  10.99349   1.36656   0.00527        0.0877       16.6461
NM_001046740.1	  13.55367   2.41453   0.06586        0.9030       13.7104
NM_001046741.1	  26.49312   1.20755   0.02124        0.7385       34.7724
NM_001046744.1	  12.18559   1.64889   0.00668        0.1207       18.0656
NM_001046745.1	  10.64358   1.75952   0.02713        0.3651       13.4572
NM_001046747.1	   8.24384   1.82138   0.04017        0.4473       11.1337
NM_001046748.1	   9.07837   1.65867   0.04793        0.5244       10.9400
NM_001046749.1	   9.34913   1.58260   0.02586        0.2991       11.5687
NM_001046752.1	  15.42700   1.87293   0.03295        0.7207       21.8684
NM_001046754.1	  13.66109   1.26312   0.04009        0.6774       16.8979
NM_001046755.1	  51.25428   1.95722   0.02534        1.5664       61.8182
NM_001046757.1	  10.20156   1.14218   0.02799        0.5141       18.3650
NM_001046758.1	   4.78783   1.23099   0.01537        0.0962        6.2584
NM_001046765.1	  17.61729   1.27810   0.03904        0.9345       23.9386
NM_001046767.1	   6.15248   1.30350   0.07244        0.5000        6.9018
NM_001046768.1	   3.27806   2.17109   0.02903        0.1122        3.8642
NM_001046770.1	 285.43937   1.45687   0.00267        0.9926      371.5192
NM_001046773.1	  10.06833   2.16241   0.00473        0.0643       13.5948
NM_001046776.1	   5.29614   1.98836   0.00401        0.0304        7.5815
NM_001046777.1	  24.32308   1.60297   0.01129        0.4058       35.9492
NM_001046780.1	  31.18663   1.27545   0.01898        0.8142       42.8862
NM_001046781.1	  24.61252   1.48739   0.02042        0.6982       34.1977
NM_001046786.1	   6.09945   1.47747   0.02715        0.2437        8.9787
NM_001046787.1	  12.36825   1.41544   0.02571        0.4323       16.8145
NM_001046789.1	   5.81859   1.81532   0.03190        0.2521        7.9034
NM_001046790.1	  10.39728   1.88829   0.02825        0.3376       11.9499
NM_001046791.1	  34.67184   1.32273   0.00949        0.5207       54.8871
NM_001046792.1	  76.59789   1.35115   0.01647        1.6069       97.5910
NM_001046796.1	   6.44101   1.37324   0.02246        0.1834        8.1641
NM_001046801.1	   9.34391   1.33782   0.07005        0.7488       10.6890
NM_001046804.1	  13.78584   1.46817   0.02755        0.4594       16.6770
NM_001046805.1	   4.55016   1.61573   0.00967        0.0643        6.6535
NM_001046808.1	   5.31047   1.52793   0.03822        0.2769        7.2453
NM_001046809.1	   4.58005   1.03677   0.00427        0.0283        6.6291
NM_001046810.1	   6.27352   1.49649   0.00730        0.0634        8.6911
NM_001046813.1	   9.15013   1.46056   0.03729        0.4412       11.8328
NM_001046815.1	   6.47499   0.97689   0.00393        0.0345        8.7883
NM_001046816.1	  15.08792   2.16014   0.02110        0.4703       22.2883
NM_001046818.1	  22.02189   1.50069   0.01948        0.6022       30.9130
NM_001046821.1	   4.56632   1.53153   0.02973        0.1667        5.6069
NM_001046822.1	   4.40876   1.57544   0.05197        0.2791        5.3706
NM_001046827.1	   8.58167   1.19458   0.02601        0.2903       11.1593
NM_001046828.1	  11.67103   1.54404   0.01726        0.2829       16.3873
NM_001046832.1	   9.37781   1.47210   0.03833        0.4063       10.6017
NM_001046833.1	  16.46604   1.66031   0.04238        1.0258       24.2076
NM_001046834.1	   9.69542   1.98218   0.03609        0.3927       10.8814
NM_001046835.1	   8.70893   1.18219   0.04013        0.4306       10.7291
NM_001046836.1	  10.46211   1.55575   0.05689        0.6958       12.2315
NM_001046837.1	  14.02696   1.86901   0.02752        0.5122       18.6112
NM_001046839.1	  15.18907   1.47055   0.03265        0.6888       21.0974
NM_001046841.1	   6.75852   1.29012   0.04315        0.3310        7.6719
NM_001046844.1	  17.19523   1.33385   0.04913        1.1671       23.7547
NM_001046845.1	   6.65179   1.69570   0.07741        0.5257        6.7909
NM_001046848.1	  10.82499   0.89684   0.01084        0.1489       13.7303
NM_001046850.1	  11.68792   1.42084   0.05128        0.7602       14.8236
NM_001046851.1	   6.96267   1.16218   0.03900        0.3303        8.4685
NM_001046852.1_2	  16.41303   1.34940   0.07975        1.3237       16.5981
NM_001046853.1	  41.59370   1.32438   0.02381        1.2140       50.9882
NM_001046854.1	  20.63587   1.47399   0.09714        2.1061       21.6802
NM_001046855.1	  21.93527   1.46873   0.02397        0.8130       33.9104
NM_001046857.1	   6.75163   1.56890   0.01248        0.1208        9.6833
NM_001046859.1	  58.18020   1.48680   0.00910        0.8108       89.1486
NM_001046862.1	   3.74897   1.87672   0.02221        0.0977        4.3997
NM_001046863.1	  13.87480   1.51699   0.04690        0.8202       17.4867
NM_001046865.1	   7.54196   1.53645   0.01763        0.1613        9.1512
NM_001046866.1	  14.64957   1.27911   0.04298        0.6969       16.2161
NM_001046867.1	  10.90453   0.94604   0.02493        0.3195       12.8167
NM_001046869.1	   7.32344   1.59692   0.01379        0.1316        9.5431
NM_001046871.1	   9.33057   1.15995   0.00772        0.0913       11.8319
NM_001046872.1	   6.01528   1.18776   0.06129        0.4559        7.4384
NM_001046873.1	   6.45354   1.49006   0.00657        0.0557        8.4883
NM_001046874.1	  11.56203   1.34991   0.07083        1.0440       14.7387
NM_001046875.1_1	   7.29530   1.27541   0.03072        0.2687        8.7463
NM_001046876.1	   9.86416   1.34042   0.02730        0.3782       13.8524
NM_001046879.1	   5.55463   1.09892   0.00582        0.0425        7.3124
NM_001046880.1	  10.61779   1.35783   0.04125        0.5371       13.0199
NM_001046881.1	   7.33836   1.51175   0.01118        0.1081        9.6669
NM_001046883.1	   7.88976   1.47409   0.02700        0.2807       10.3945
NM_001046884.1	  15.17162   2.06840   0.01320        0.3081       23.3287
NM_001046888.1	  11.14452   1.52289   0.09410        1.0970       11.6581
NM_001046889.1	   9.78396   1.25519   0.00991        0.1287       12.9862
NM_001046891.1	  14.15267   1.18100   0.02718        0.4902       18.0353
NM_001046892.1	  19.24054   1.65972   0.03775        1.0508       27.8353
NM_001046893.1	  10.81646   1.68905   0.03344        0.4773       14.2756
NM_001046894.1_2	  20.31039   1.58129   0.01671        0.4462       26.6979
NM_001046895.1	  12.14196   1.49482   0.01454        0.2899       19.9339
NM_001046896.1	  16.35073   1.42033   0.03965        0.8604       21.6981
NM_001046898.1	   9.77461   1.50684   0.02460        0.3316       13.4804
NM_001046900.1	   7.03005   1.16181   0.01882        0.1547        8.2196
NM_001046901.1	   6.31873   1.28798   0.03104        0.2585        8.3287
NM_001046902.1	   7.36526   1.41933   0.06675        0.5311        7.9559
NM_001046904.1	  13.40496   1.21565   0.01843        0.3718       20.1778
NM_001046906.1	  59.06252   1.12770   0.00287        0.3091      107.6105
NM_001046907.1	   6.92697   1.51276   0.01892        0.1910       10.0937
NM_001046909.1	  10.74198   1.41559   0.02447        0.2944       12.0297
NM_001046910.1	  20.09755   1.61562   0.03544        0.7468       21.0752
NM_001046912.1	  11.81402   1.48118   0.05650        0.7735       13.6890
NM_001046914.1	  16.07017   1.34241   0.03224        0.6886       21.3578
NM_001046915.1	  26.28436   1.65313   0.08451        2.5098       29.6991
NM_001046916.1	   6.97173   1.50487   0.03585        0.2981        8.3144
NM_001046917.1	   6.39673   1.06785   0.02867        0.2299        8.0170
NM_001046919.1	  12.94687   1.99790   0.01840        0.3654       19.8556
NM_001046920.1	  10.90350   1.61484   0.01569        0.2303       14.6790
NM_001046921.1	   8.46550   1.79740   0.05466        0.4880        8.9281
NM_001046922.1	   9.33542   0.98987   0.01612        0.1973       12.2441
NM_001046924.1	  12.42313   1.96072   0.02676        0.4655       17.3978
NM_001046927.1	   8.29556   1.25766   0.00456        0.0547       11.9889
NM_001046932.1	  13.41153   1.92194   0.01429        0.2563       17.9343
NM_001046936.1	   6.28734   2.84689   0.01855        0.1441        7.7697
NM_001046937.1	   8.01992   2.09556   0.01358        0.1563       11.5119
NM_001046938.1	  12.55470   1.75272   0.06191        0.8036       12.9794
NM_001046941.1	  13.77371   1.61905   0.00848        0.1701       20.0648
NM_001046942.1	   5.47112   1.32563   0.00172        0.0135        7.8705
NM_001046943.1	  18.80170   1.46154   0.04126        1.0679       25.8807
NM_001046944.1	  14.77733   1.39322   0.02690        0.3977       14.7834
NM_001046945.1	  11.43173   1.92138   0.03588        0.4981       13.8821
NM_001046946.1	  22.58912   1.36543   0.03949        1.0069       25.4992
NM_001046947.1	   8.61455   1.64840   0.03677        0.3381        9.1949
NM_001046952.1	  14.78085   1.30298   0.05042        1.0018       19.8704
NM_001046953.1	  31.32285   0.68378   0.00384        0.1961       51.0562
NM_001046956.1	   6.53821   1.29754   0.04298        0.4730       11.0048
NM_001046958.1	  12.16711   1.54533   0.03663        0.5390       14.7157
NM_001046959.1	  20.12838   1.41161   0.02581        0.5889       22.8178
NM_001046962.1	  24.26720   1.17537   0.00886        0.3085       34.8117
NM_001046964.1	   6.50965   0.85704   0.00705        0.0710       10.0773
NM_001046966.1_2	  18.96407   1.24452   0.02088        0.5379       25.7590
NM_001046968.1	   6.39283   1.47455   0.01344        0.1192        8.8711
NM_001046969.2	   7.52052   1.73424   0.00921        0.0902        9.7923
NM_001046972.1	   6.53203   2.05248   0.03275        0.2506        7.6520
NM_001046973.1	  13.84260   1.19254   0.01295        0.2712       20.9444
NM_001046974.1	   9.54711   1.47613   0.01416        0.1999       14.1141
NM_001046975.1	  23.15844   1.37271   0.01616        0.5601       34.6495
NM_001046976.1	  11.64000   1.51786   0.02313        0.3927       16.9753
NM_001046979.1	  10.13869   1.04655   0.02612        0.4532       17.3504
NM_001046983.1	   7.31448   1.06212   0.01785        0.1700        9.5234
NM_001046986.1	   4.16859   1.62428   0.06610        0.3111        4.7069
NM_001046989.1	 193.79352   1.55790   0.00716        1.7285      241.2601
NM_001046990.1	  13.96722   1.22976   0.03346        0.6756       20.1906
NM_001046993.2	  17.77536   1.53651   0.01299        0.3444       26.5187
NM_001046994.1	   9.87109   1.23453   0.02388        0.2983       12.4930
NM_001046996.1	   9.48701   1.35121   0.04109        0.4512       10.9818
NM_001046998.1	  14.86925   1.16479   0.00537        0.1356       25.2455
NM_001046999.1	  13.41128   1.37979   0.03468        0.5721       16.4951
NM_001047004.1	  28.67763   1.29706   0.00773        0.3221       41.6656
NM_001047005.1	   3.21863   1.45136   0.04370        0.1992        4.5584
NM_001047006.1	  15.04512   1.56650   0.02750        0.5865       21.3269
NM_001047007.1	  79.19598   1.15928   0.00537        0.9112      169.7049
NM_001047008.1	 311.94213   1.70932   0.00365        1.4125      387.4386
NM_001047009.1	   8.24629   1.66890   0.06143        0.6067        9.8757
NM_001047011.1	   4.11757   1.53076   0.04258        0.2254        5.2933
NM_001047013.1	  12.04921   1.53451   0.02858        0.4706       16.4644
NM_001047014.1	   7.66913   1.40534   0.04616        0.4284        9.2802
NM_001047015.1	  94.38645   1.28273   0.00198        0.2667      134.4933
NM_001047018.1	   8.89192   1.53323   0.02772        0.2988       10.7812
NM_001047019.1	   8.80627   1.24155   0.00508        0.0603       11.8648
NM_001047022.1	   9.53761   1.59556   0.01328        0.1920       14.4610
NM_001047029.1	  11.51048   1.32020   0.00506        0.0759       14.9915
NM_001047030.1	  13.03401   1.17357   0.03653        0.6189       16.9444
NM_001047032.1	  12.80327   1.43531   0.03337        0.5777       17.3139
NM_001047033.1	  14.61316   1.34052   0.00888        0.1766       19.8939
NM_001047034.1	   9.47963   1.62741   0.03004        0.3378       11.2444
NM_001047036.1	  13.46453   1.50396   0.04391        0.8106       18.4613
NM_001047037.1	  10.04117   1.38905   0.01447        0.2066       14.2823
NM_001047039.1	  37.71355   1.56706   0.01282        0.6823       53.2103
NM_001047044.1	   5.34633   1.25584   0.02148        0.1419        6.6053
NM_001047045.1	   7.10843   1.23852   0.02679        0.2490        9.2953
NM_001047046.1	  14.82267   1.39841   0.01375        0.2863       20.8261
NM_001047052.1	  18.18088   1.60200   0.00484        0.1039       21.4851
NM_001047053.1	  18.96713   0.62884   0.00109        0.0365       33.6612
NM_001047057.1	  13.64096   1.56183   0.05971        0.9439       15.8088
NM_001047058.1	  11.67827   1.85792   0.02880        0.4056       14.0815
NM_001047059.1	  11.85887   1.18487   0.02869        0.4204       14.6525
NM_001047060.2	   9.01895   1.18618   0.04106        0.4442       10.8169
NM_001047061.1	   9.08913   1.32579   0.04155        0.4447       10.7014
